id,as,be,cd,mdi,urbanicity
1,0.284862400138500000,0.310294191695560000,0.313416814962510000,110.0000000000000000,1
2,0.342428951169540000,0.301621600837050000,0.245329795900980000,74.00000000000000000,1
3,0.876752700564540000,1.315033291917520000,1.494971411866130000,140.0000000000000000,1
4,1.231140394932970000,1.731018893993450000,2.217824440394760000,81.00000000000000000,0
5,0.612968558502810000,0.648973595500800000,0.649084164576180000,85.00000000000000000,1
6,1.659957208689840000,1.143382692564800000,2.694817376076410000,104.0000000000000000,1
7,0.942505031853090000,1.165313421094540000,2.759061677376230000,90.00000000000000000,1
8,0.361645302748220000,0.304323666371930000,0.203005487738450000,79.00000000000000000,1
9,1.203816423542020000,1.272648058986780000,0.979937466956440000,69.00000000000000000,1
10,0.284908945747490000,0.785655119167950000,0.214614877710750000,97.00000000000000000,1
11,1.145815077020560000,0.752404727776580000,1.510772021228330000,87.00000000000000000,1
12,0.833736309753340000,0.831978163784170000,2.194496836001260000,106.0000000000000000,1
13,0.975757692197540000,0.979905971627050000,0.700042105025820000,114.0000000000000000,1
14,0.459686347688750000,0.830519227966940000,0.497737671631880000,117.0000000000000000,1
15,0.295240637246240000,0.256433998947220000,0.206687252210620000,86.00000000000000000,1
16,1.018180760313220000,0.546988376963910000,1.967290461829670000,115.0000000000000000,1
17,0.375331314737860000,0.361384601529750000,0.082578025511540000,81.00000000000000000,1
18,0.846460937209450000,0.964500875617520000,0.635819913062920000,110.0000000000000000,1
19,0.240271481286220000,0.360354292207430000,0.124158950288160000,90.00000000000000000,1
20,1.328215978331600000,0.540472684659130000,2.145216116895200000,100.0000000000000000,1
21,0.382353567364120000,0.343261183015560000,0.405979719902810000,104.0000000000000000,1
22,1.124329859158360000,0.788496869814790000,0.904665618442450000,76.00000000000000000,1
23,0.536761937404010000,0.956571108072370000,0.669503502274910000,119.0000000000000000,1
24,1.223162739742440000,1.194362456893690000,5.205006148978940000,91.00000000000000000,1
25,0.323055916114030000,0.647926339649040000,0.234623148255410000,81.00000000000000000,1
26,0.916661485274710000,0.907145490837380000,0.576911573657970000,109.0000000000000000,1
27,0.479361826328970000,0.287423900687250000,0.683622243278470000,100.0000000000000000,1
28,1.255295235400010000,1.495921902429910000,2.245209660021300000,108.0000000000000000,1
29,0.930046976236740000,1.197059102257460000,1.349907348968070000,65.00000000000000000,1
30,0.386903533539120000,0.488770239619560000,0.314224395961670000,82.00000000000000000,1
31,0.578859801935970000,0.893391190631940000,0.393093695120400000,79.00000000000000000,1
32,0.819470099910400000,1.028846900451470000,0.342683642845830000,99.00000000000000000,0
33,0.440365917899140000,0.479939247790700000,0.392742160472440000,119.0000000000000000,1
